cluster,pair_rank,pair_id,role,retention,outcome,cid,mentee_dist,emb_cosine_sim,question_text,reply_text,question_words,reply_words,mentee_name,mentor_name
0,0,c0_p0,A,high,1,20760,1.6933,0.0,"Buongiorno, vorrei aggiungere aggiornamenti sulla proposta di direttiva 565/2021 e spiegare che questa non è stata emanata, le cause della mancata applicazione e la disciplina ad oggi vigente in ambito dell'Unione Europea.
Tuttavia non sono in grado ad aggiungere le fonti al testo e vorrei sapere materialmente quale sia la procedura per farlo.
Ringrazio in anticipo per la disponibilità e mi impegno a seguire pedissequamente le prescrizioni per garantire un lavoro degno della piattaforma.","@: Hi, and sorry for not responding in Italian as my Italian writing skills are subpar. I suggest looking through [POLICY] to get some basic grasp on how to edit the English Wikipedia. Since it's a bit unclear what you would like to add I suggest you go forward with your addition (that's supported by [POLICY]) or make a detailed comment on the article talk page ([WIKILINK]) explaining what you'd like to get changed and a member of the community will help you. If you have any further questions, do not hesitate to ask. Best regards, '|",74,97,Ioiods,A09
0,0,c0_p0,B,low,0,1299,1.6933,0.0,What are the agreement between European country and Africa country after colonization,"I don't understand what you mean, sorry.",12,7,Kenny's search,Ritchie333
0,1,c0_p1,A,high,1,15962,2.0817,0.1169,"What does ""Wasian"" mean?","Hi @! It's slang for someone who is half [WIKILINK], half [WIKILINK] (which is what I am). My username comes from an old joke with my childhood friends. ( • )",4,28,InstyTheScotFlag,Wasianpower
0,1,c0_p1,B,low,0,31971,2.0817,0.1169,"Hello
Can you help compile the following in to a report
People were gathered from all corners of the country to come and discuss issues concerning tourism in our country. And to come up with solutions as to how we can improve tourism in our country. Promoting private public partnership.
A lot of issues were raised from both the public and private entities, including community beneficiation from the natural resources around them, how the investors are associating with the community, and improving transportation around the tourism areas. Several examples were sited like providing employment to the locals, helping in the community at large such as ploughing for them and building general dealership.
Engaging the community as partners in the management of the natural resources and corporate governance within the community-based projects. Setting principles like accountability, transparency and responsibility. Providing education to the people and getting the process right, protocols are being observed and providing resources.
They also came up with models that can make the tourism succeed like community uplifting, secure community rights, strong governance structures, professional management, markets, infrastructure, skill diversification and making sure that the skills we put on the market is what the market needs. Providing technical advisory, border efficiency, regulation changes in terms of tariffs, Collaborations through competitions, and strengthening the Botswana Tourism Organization through the tourism levy.
One of the models that was highlighted was connectivity both locally and internationally. Providing airstrip infrastructures
Encouraging private sector to engage local artists in the marketing and branding of their businesses.
Financing the private sector. Developing, sustaining and facilitating tourism projects we had organizations like CEDA, LEA, World Bank and the National Development Bank.","Can you compile that in to a report
no",276,9,Rebecca.seloi,Tankishguy
0,2,c0_p2,A,high,1,27110,2.9048,0.1228,total aircraft of canadian air force,@. Sorry. Please be clear.,6,5,Jk1324,Maliner
0,2,c0_p2,B,low,0,20041,2.9048,0.1228,The Social and economic chenges brought by the Natives land of 1913 in South Africa ?,"Hey @! I'm not to sure what it is you're referring to, and how this relates to the [WIKILINK] article. Could you clarify for me what it is you need help with? •",15,32,Lisolethi nqenqa,Panini!
0,3,c0_p3,A,high,1,14280,4.2327,0.0,"I attempted to enhance the position of the ‘References’ section multiple times, but unfortunately, I was unsuccessful in achieving the desired outcome.",Whileonthewait [STATUS]. Fixed. Regards.,22,3,Whileonthewait,Cassiopeia
0,3,c0_p3,B,low,0,13108,4.2327,0.0,Hello when was ingen founded,"Hi Mikedawsonceo. This is where you can ask questions about editing Wikipedia, sourcing etc. Generally we can't help answer random trivia questions. I am not sure what ingen is as it doesn't appear you're talking of the [WIKILINK]. Are you talking about [WIKILINK]? If so, appears it's at least 999 years old.",5,51,Mikedawsonceo,TheSandDoctor
0,4,c0_p4,A,high,1,13459,4.5678,0.0,who do you think is going to win the world cup,"@ No idea, but when one team wins, it will almost instantly be updated on Wikipedia!",11,16,I102588,FULBERT
0,4,c0_p4,B,low,0,23792,4.5678,0.0,Hello,"Hello! If you have any questions, don't be afraid to ask them. ∫",1,13,Allaboutthemusicwriter,Mwwv
1,0,c1_p0,A,high,1,28463,3.7184,0.603,Ok,"What? HwyNerd
@ Hi! Do you have any specific question you want to ask? –  ツ",1,16,Utorotn,LuniZunie
1,0,c1_p0,B,low,0,23382,3.7184,0.603,How,"Hi @, welcome to Wikipedia! If you are asking about how to get started editing, try [HELP_PAGE].",1,17,Hasitha akash,Justiyaya
1,1,c1_p1,A,high,1,14861,4.6742,0.6931,yo,"@: What's the question? (, , )",1,6,Kian654,Leonidlednev
1,1,c1_p1,B,low,0,29706,4.6742,0.6931,Ok,"@, do you have a question? '",1,7,MrbananaTV104,JayCubby
1,2,c1_p2,A,high,1,4549,5.969,0.5634,Final,M.A.Nejat Was there a question?,1,4,M.A.Nejat,Glane23
1,2,c1_p2,B,low,0,5301,5.969,0.5634,I,"Hi, did you have a question?",1,6,Juliohardwick,Gråbergs Gråa Sång
1,3,c1_p3,A,high,1,33422,7.679,0.5327,sup,"Hello! ( · )
yoo",1,2,FallGuysLover2025,Phoenix
1,3,c1_p3,B,low,0,6679,7.679,0.5327,ok it is fine,@: Hi there! Did you have a question?,4,8,History Of Pothowar,GoingBatty
2,0,c2_p0,A,high,1,22970,0.1517,0.0692,Why is wheel alignment essential for maintaining optimal performance and safety in our four-wheeler vehicles?,", is this question related to Wikipedia? If not, try [POLICY]. —",15,10,Samvitgaragetools,Qwerfjkl
2,0,c2_p0,B,low,0,15985,0.1517,0.0692,what is microecomics,"Hi @. Welcome to Wikipedia! Are you referring to [WIKILINK], [WIKILINK], or [WIKILINK]. I suggest using [POLICY] for questions that are not directly related to editing Wikipedia articles. Thanks!",3,29,Roshni naz,94rain
2,1,c2_p1,A,high,1,34605,1.3208,0.2095,"Hi, the last 330 with the XM cabins is now in Singapore for retrofit, we will never see the 292 pax version again. Thx",", welcome to Wikipedia! If you have any questions about editing, let me know :) —",24,13,Avnerd23,Frostly
2,1,c2_p1,B,low,0,8923,1.3208,0.2095,"Daftarkan semua anggota ruang contoh berikut ini:
(a) Himpunan bilangan bulat antara 1 dan 50 yang habis dibagi 8.
(b) Himpunan S = (xx+4x-5= 0}.
(c) Himpunan semua hasil percobaan bila sekeping uang logam dilemparkan samp sisi angka muncul atau sisi gambar muncul tiga kali.
(d) Himpunan S = {xx adalah benua).
(e) Himpunan S (x 2x 40 dan x < 1).","Immanuel laia hello and welcome to Wikipedia! This is the English Wikipedia; other languages can be found at [WIKILINK].
Wikipedia is about building an encyclopedia, so if this is a homework question then it would be suited to some other website. For instance, [LINK] can answer maths questions in English but only when the question writer shows their working out, makes a serious attempt at solving the given problems and explains where they are stuck. —",62,73,Immanuel laia,Bilorv
2,2,c2_p2,A,high,1,5842,1.7374,0.2166,E.g wut is 2+2?,"Bennett30JE, you can do better than that.",4,7,Bennett3OJE,Cullen328
2,2,c2_p2,B,low,0,36076,1.7374,0.2166,how does the survey map of townships and range interpreted,"Hi , I'm happy to help, but could you be more specific on what you're looking for? ( · )",10,16,Tommychow99,Myrealnamm
2,3,c2_p3,A,high,1,32930,2.7182,0.2126,HISBN 0-226-68535-7,"Hi @, I'm not sure what you mean. Could you clarify, please? Thanks! (he/him )
==Welcome to The Wikipedia Adventure!==
Hi EpicPupper! We're so happy you wanted to play to learn, as a friendly and fun way to get into our community and mission. I think these links might be helpful to you as you get started.
[POLICY]
[POLICY]
[POLICY]
[POLICY]
-- 19:27, Sunday, January 9, 2022 ([WIKILINK])",1,66,Metaphysical-Patricia,Frostly
2,3,c2_p3,B,low,0,9046,2.7182,0.2126,Sex p,Ndabe Smith hi! Do you have a question about Wikipedia? —,2,8,Ndabe Smith,Bilorv
2,4,c2_p4,A,high,1,4521,2.8765,0.1225,This is vest earn point saite and developed countries *,:POPI mandatory Did you have specific questions about editing Wikipedia?,10,8,POPI mandatory,Glane23
2,4,c2_p4,B,low,0,38961,2.8765,0.1225,X2-4x=21,"Hello, I have a relatively simple question about infoboxes. I want to know when to include what information in a public figure's infobox. I have been updating the infoboxes of public figures- mostly scientists. I have noticed that the information in someone's infobox is not always standard. For example, a person's military service is not always included. The authors Walter Miller and Robert Heinlein had very important military experiences that influenced their later work. I feel like their military service should be included in the infobox. Additionally, there is an academic researcher whose page I edited who achieved a significant military rank and awards- although he is most known for other things, I feel his military information belongs in the infobox.
Are there guidelines on what determines what belongs in an infobox? Or does it all come down to best judgment of the page author(s)? I don't want to step on anyone's toes or violate rules.",1,156,Taiwo Richie,Maliner
3,0,c3_p0,A,high,1,8778,0.7587,0.5094,"Hi bro
Pls help me in this journey","Tagorejcloud, what do you need help with? (Very Busy)",8,8,Tagorejcloud,Yoshi24517
3,0,c3_p0,B,low,0,31613,0.7587,0.5094,I need help with everything I'm sl lost,"Hi @, how would you like to contribute to Wikipedia? Cheers,",8,11,Daniellenocha1,SunloungerFrog
3,1,c3_p1,A,high,1,36059,1.4825,0.5797,Hello what my know to helping here,"@ Hi, do you have any questions for me about editing Wikipedia? I would be very glad to help! ( · )",7,19,CYDRIC1234,Myrealnamm
3,1,c3_p1,B,low,0,2401,1.4825,0.5797,Hey I need help brother ?,Welcome to Wikipedia! What kind of help do you need?,5,10,JSTACK161,Lfstevens
3,2,c3_p2,A,high,1,34130,2.3543,0.6346,Hello please help me,"Of course, I'm here to help! What do you need assistance with?
==Teahouse host - belated welcome==
Dear Saurabhsaha,
Thank you for volunteering as a Host at the [POLICY]. Wikipedia is a community of people working together to make knowledge free. You are an important part of that effort! By joining as a Host, and by following [POLICY], you are helping new users to get started here at Wikipedia, and aiding more experienced users who just have a question about how something works. We appreciate your willingness to help!
Here are some links you may find helpful as a Host:
[POLICY] you can install to make responding easier,
[POLICY] and, of course:
[POLICY] itself.
Editors who have signed up as hosts, but who have not contributed at the Teahouse for six months or so may be removed from the [POLICY].
My apologies for the belated welcome. Although you've not yet made many and contributions to the Teahouse, I do hope you feel confident to help others editors there in the future.",4,171,Super Sport News,Aryan
3,2,c3_p2,B,low,0,26373,2.3543,0.6346,"Hello, how may I assist ?","@, Hello. I do not need assisting, but I can assist you in any way for Wikipedia. Cheers,",5,18,Ravindra211986,Relativity
3,3,c3_p3,A,high,1,30606,4.4793,0.5439,helo i wnna ask for help,"Kevin loud
:Please see [HELP_PAGE] for tutorial how to edit Wikipedia. Thanks.",6,10,Kevin loud,KuyaMoHirowo
3,3,c3_p3,B,low,0,1497,4.4793,0.5439,hi i need help a.s.a.p,"Hello! Feel free to ask any questions you have about Wikipedia to me, or you can ask at the [POLICY].",5,20,Me and you forever1215,Iffy
3,4,c3_p4,A,high,1,4640,5.0664,0.5649,"Hi, Do you need any help with anything?",[WIKILINK] I'm good. How about you?,8,6,Fennke,Glane23
3,4,c3_p4,B,low,0,31848,5.0664,0.5649,I’d like to download some pictures and will need your help with this,"If you click on the picture you want, there should be a download icon somewhere near the bottom right.",13,19,Gleganof,ScrabbleTiles
4,0,c4_p0,A,high,1,11431,1.5991,0.2732,How i start work ? Without investment,Could you clarify?,6,3,Sana khn,Aaron Liu
4,0,c4_p0,B,low,0,4838,1.5991,0.2732,Hello. Dear Sir or Madam Can the coins collected in the game be converted into real money or digital currency? And if possible please guide the solution to convert coins to money,"Hi @, I can only answer questions about editing Wikipedia.",32,10,Laleh119,Alyo
4,1,c4_p1,A,high,1,7445,4.0364,0.4082,How do I meet my daily goals without internet,"Hi, let me know if you currently have any specific question regarding editing Wikipedia. Thanks.",9,15,Inueltrey,Vis M
4,1,c4_p1,B,low,0,12223,4.0364,0.4082,Hello how are you doing my people I am new here can someone tell me how to do it to work set I will be earning money by answering questions like my partners?,"Hello ! I am not sure I understand your question. It seems like you are asking about how to answer questions like the one you've just asked, and be paid for doing so (if not, my apologies, could you please clarify?). If so, you are mistaken about how Wikipedia works: there are no paid employees, and there is no selection process for people wanting to contribute. Anybody is allowed to contribute to Wikipedia, and everybody who does is a volunteer and does not earn any money for contributing.",33,87,Morrow Ncho,Tollens
4,2,c4_p2,A,high,1,27448,4.9088,0.3971,ICH WARTE SCHON SEIT 11.6.24 AUF INSGESAMT 4.500.000 DOLLAR PLUS BONUS ÜBER 7.000 DOLLAR WÖCHENTLICH BIS ZUM LEBENSENDE DIE ICH BEI RECHTMÄßIGEN SWEEPSTAKES GEWONNEN HABE UND DEM ZUFALLSPRINZIP ZU VERDANKEN HABE. ALLE GLÜCKWUNSCHTEXTE UNTERLIEGEN DEM PARAGRAPH 661BGB 1B UND SOMIT MÜSSEN DIE INSGESAMT 4.500.000 DOLLAR PLUS BONUS ÜBER 7.000 DOLLAR WÖCHENTLICH BIS ZUM LEBENSENDE AUSBEZAHLT WERDEN WIE ES AM 9.7.24 UM 5.20 UHR VON DANNIELLE LAM VERSPROCHEN WURDE. BITTE SOFORT DANNIELLE LAM KONTAKTIEREN UND SIE ZUR PERSÖNLICHEN GEWINNÜBERGABE NACH TRIER WENZELBACHSTRASSE GERMANY SCHICKEN WIE SIE ES AM 9.7.24 UM 5.20 UHR VERSPROCHEN HATTE. VIELEN LIEBEN DANK VOLKER PICK,Answered at .,98,2,MEGAGEWINNE,Matrix
4,2,c4_p2,B,low,0,18430,4.9088,0.3971,How do I get money 💰in Wikipedia,@ You don't. Wikipedia is not a place to make money. See [POLICY]. [WIKILINK]],7,14,Usman Muhammad Avu,Toadspike
5,0,c5_p0,A,high,1,752,1.214,0.8456,do i earn by editing?,"Onesmus ki: No, edits should be freely given to the encyclopaedia; there are no earnings.",5,13,Onesmus ki,AllyD
5,0,c5_p0,B,low,0,9163,1.214,0.8456,Do I get paid for editing,"@ No. Wikipedia editing is a volunteer project. Folks edit because they want to and like the subjects they write about :) If anyone does pay you to edit, you have to disclose that per [POLICY].",6,35,Victor2903hw,CaptainEek
5,1,c5_p1,A,high,1,13831,3.4458,0.7197,When I will be getting money from editing?,"@: Hey there—put very simply, you won't. Wikipedians are volunteers. While we'd love your help, if making money from writing is your end goal, please find another platform.
Thank you for your feedback, and I sincerely apologize if my intentions came across differently than expected. I truly respect the efforts and dedication of Wikipedians as volunteers. My goal is to contribute meaningfully, and I understand the importance of upholding the platform's values. I appreciate the clarification and will adjust my approach moving forward. Thank you for your understanding!
@: You're all good! I'm sorry if I came across a bit harsh; that's just one of those questions with a really clear answer that's hard to sugarcoat. Please know I'll be here if you have any other questions or concerns about contributing to Wikipedia—happy editing!",8,134,InfoSeeker19,Bsoyka
5,1,c5_p1,B,low,0,13837,3.4458,0.7197,Can we earn money by editing in Wikipedia?,"@: Hey there! Very simply, no.",8,6,Dhruv-0024,Bsoyka
5,2,c5_p2,A,high,1,35393,5.1404,0.7939,"Hello sir./madam, do Wikipedia editors get paid?","@ Generally, the answer to that would be ""no;"" we certainly aren't paid by the Wikimedia Foundation, unless our username ends in (WMF). People who are being paid by an employer/client other than the WMF need to disclose as such on their userpage.
Any reason you'd ask?",7,47,KhethiweM,I dream of horses
5,2,c5_p2,B,low,0,39342,5.1404,0.7939,Hi I want to ask do you get paid for doing this here on wikipedia,I don't think anybody gets paid here. I could be wrong. But I don't believe so. Let me know what you find out. This would be a really cool job! I love writing.,15,33,Nana teenwolf,Oshwah
5,3,c5_p3,A,high,1,21791,8.0136,0.7023,"Hello,
Do we get paid for editing and article on Wikipedia?","HimanshuBhakar07 Welcome to Wikipedia. You should really read [POLICY], but to answer your question in short: No, Wikipedia does not pay us to edit articles. Even people who are paid by a third-party need to follow strict guidelines on [POLICY] before editing. If you are still interested in editing on Wikipedia, then I suggest that you start and finish [POLICY].",11,59,HimanshuBhakar07,MPGuy2824
5,3,c5_p3,B,low,0,32481,8.0136,0.7023,Are there any earnings after editing?,"Hello, and welcome!
Wikipedia is a volunteer based effort. Everyone edits for free out of their own motivation and never expect compensation beyond personal compensation. Donations to the Wikimedia Foundation (which run Wikipedia) go to maintaining the site and other efforts to support the project and its ideals.",6,48,Teresia Njuguna,GGOTCC
5,4,c5_p4,A,high,1,2609,11.676,0.67,"how do you get the motivation to edit actively for multiple years for almost nothing in return, do you have a job?","@, glad that you had asked. I have a job, but both do not interfere with each other.
# See [LINK] It sums up perfectly the primary motivation. And the environment here is conducive for discourse to happen.
# After awhile, you gain a [POLICY] here. Or [WIKILINK]. Or [WIKILINK]. Or on and on and on... Over time you will develop friendships with others here, sharing the same goal of building the repository of [WIKILINK] be it by content, technical or other types of contributions.",22,85,Jeees777,Robertsky
5,4,c5_p4,B,low,0,26592,11.676,0.67,"Hello, do you pay anything in return after editing?","Hello! No, Wikipedia is a volunteer project, essentially; so nobody gets [POLICY].",9,12,Elvoster Boy,Relativity
6,0,c6_p0,A,high,1,2779,0.6794,0.3381,Do you do this full time?,"Hi @ - no, not full-time at all. I usually do some work on Wikipedia almost every day, but it is far from full-time. Feel free to ask me any questions about editing. Regards,",6,34,Dotowl,Goldsztajn
6,0,c6_p0,B,low,0,2403,0.6794,0.3381,"Hi, I am very new here and I am the founder and CEO of ConsultX Business English.
I have come here to look for forums that are discussing Corporate and Business English.
I may be able to offer some insight, tips and solutions to adult students that are just starting their journey towards a professional career and will need a strong grounding and understanding of what Corporate and Business English entails.
You are welcome to ask any questions or join our free Newsletter to dive deeper into what we have to offer.
It is our plan to provide 3 posts per week which will ignite curiosity by potential students. There will be a link in those posts where you can join our Newsletter, thank you, J.","Welcome to Wikipedia. This is not generally a place for discussions, except about issues relating to specific articles. Hope you will contribute to articles in your area of expertise. Good luck with your endeavor!",126,34,Jeremyhare,Lfstevens
6,1,c6_p1,A,high,1,27304,0.6794,0.3377,Saludos friend How do I make an appointment?,@ An appointment with whom?,8,5,Jatoleyosel,Mach61
6,1,c6_p1,B,low,0,6594,0.6794,0.3377,"Yes, my question is my son is incarcerated at Vienna correctional facility in Illinois. He is having a major surgery. Nobody has contacted me regarding this gave me information. I am his mother. I can’t believe that nobody even notified me at all, and I am on his list.",@: I'm sorry that you're in that situation. I know less about the [WIKILINK] than you do. My user talk page is meant to discuss Wikipedia. I wish you and your son luck with your situation.,49,36,Angersad,GoingBatty
6,2,c6_p2,A,high,1,40477,1.5783,0.2414,"Hello Sam, I just got started and I am yet to go through all the ""Get help"" resources. I will definitely reach out when I have any questions.",Good to hear. Have fun.,28,5,Klaus Mikaelson1,SamuelNelsonGISP
6,2,c6_p2,B,low,0,32381,1.5783,0.2414,Como mandar uma carta para wade Wilson,"I'm afraid I don't understand what you're asking. You may be better off asking that on the [WIKILINK]. (You're only supposed to communicate in English here, on the English Wikipedia. / Aqui, na Wikipédia em inglês, a comunicação deve ser feita apenas em inglês.)",7,44,Angeldeoop,Gommeh
6,3,c6_p3,A,high,1,33884,1.9415,0.308,"Hi,
No questions yet. I have requested to be moved up so that I can edit a semi-restricted page but have not heard back. Waited until the very last minute to get an assignment done for a college class and may have really screwed the pooch on this one.
Kathleen","Hi @, it looks like [POLICY]. Best of luck with your studies! ‣ //",50,14,Tiredofurwhining,Phoenix
6,3,c6_p3,B,low,0,27720,1.9415,0.308,Hello. I have a research manuscript I would like to publish. I look forward to your guidance on the process. Best regards.,"@: Hi, Wikipedia does not publish research as it is an encyclopedia, not a journal. You may want to look into the traditional academic publishers or [WIKILINK]. Ping me!",22,29,Mukhtar Muhammad Ahmad Sharaf al-Din,ARandomName123
6,4,c6_p4,A,high,1,39195,2.6207,0.4399,"hi nightwolf, i didn't follow up on this last thurs, and now i'm 15 minutes from the beginning of the next zoom session with kelly. can we start this later today? (or tomorrow?)
thanks HarryBarks","Yea, no probs. Feel free to drop by with any questions you may have.",34,14,HarryBarks,NightWolf1223
6,4,c6_p4,B,low,0,2173,2.6207,0.4399,"Hello, nice to meet you. I’m glad to know I have a knowledgeable individual to help me out as it is inevitable that I will have questions.
Felix Navidad,
WK",@ - hellos and welcome to wikipedia. iIput some links at . Feel free to get in touch about anything wikipedia-related!,30,20,Wordskeep,Mujinga
7,0,c7_p0,A,high,1,5081,0.2738,0.4687,"i love becca tobin and isobel steele even becky swonke tina Obrien
be my mentor","Hi Billy christopher platt! I like your enthusiasm. Maybe you'd like to start by editing some of those actress articles? You could do some copyediting, or read the cited sources looking for more info, or look for more [POLICY] to add to the articles. Once you get a few edits in, if you'd like me to review your work, let me know. ( / )",15,59,Billy christopher platt,Firefangledfeathers
7,0,c7_p0,B,low,0,5012,0.2738,0.4687,"Hello
My name is Jonathan Acholoh, you've been assigned to me as my mentor","""Hi, Jonathan. Welcome to Wikipedia.",14,5,Ajodoh,GenQuest
7,1,c7_p1,A,high,1,23657,0.7853,0.4493,Hello Mentor! Why is it unfortunate?,"Runningpen Just a bad joke. ( · · )
@ I know right... But I am looking forward to your help. Editing is a dream come true.",6,22,Runningpen,Snowmanonahoe
7,1,c7_p1,B,low,0,13729,0.7853,0.4493,"Dear Mentor,
Hello mentor. My username (not real name) is Lemin Lemon. Can you help me with my Oprah Winfrey assignment?
Thanks,
Name","@: Hey there! Sorry, but I'm not here to help with school assignments. Best of luck though!",21,17,Lemin lemon,Bsoyka
7,2,c7_p2,A,high,1,19348,0.9111,0.6962,Hi...Are you my mentor?,Yes. Do you have any questions?,4,6,Avijoy De,Liu1126
7,2,c7_p2,B,low,0,24417,0.9111,0.6962,Thank you for being my mentor,"@ No worries, feel free to ask me any questions that come up while editing.",6,15,George K. Opoku,1AmNobody24
7,3,c7_p3,A,high,1,27605,1.0655,0.4846,no way I need a mentor for wikipedia this is gayyyy,"@: I mean, it's up to you whether or not you want to engage with me. I'm just here to answer and Wikipedia-related questions you may have. Ping me!",11,29,Hello world hehehehhe,ARandomName123
7,3,c7_p3,B,low,0,6624,1.0655,0.4846,"Hi GoingBatty,
Thanks for being my mentor!
Best,
DogeCoinFan",@: Welcome to Wikipedia! Please let me know if you have any questions.,7,13,DogeCoinFan,GoingBatty
7,4,c7_p4,A,high,1,37738,1.0947,0.7697,"Hi GoingBatty,
Thanks for being my mentor!
Best,
DogeCoinFan",@: Welcome to Wikipedia! Please let me know if you have any questions.,8,13,Nucleusforever,GoingBatty
7,4,c7_p4,B,low,0,6624,1.0947,0.7697,"Hi GoingBatty,
Thanks for being my mentor!
Best,
DogeCoinFan",@: Welcome to Wikipedia! Please let me know if you have any questions.,7,13,DogeCoinFan,GoingBatty
8,0,c8_p0,A,high,1,25796,0.5886,0.4656,Recover google account,"This is Wikipedia, not Google.",3,5,Amir Shazad Ranjha 55,Asilvering
8,0,c8_p0,B,low,0,5868,0.5886,0.4656,How can the world gets my information through Google,"Hello, Excitedkizz. You will have to learn that from [WIKILINK]. Wikipedia editors do not control Google search results although a well-written Wikipedia article usually ranks high.",9,25,Excitedkizz,Cullen328
8,1,c8_p1,A,high,1,22189,7.5046,0.6044,How to add my wiki page in Google??,"User pages on the English Wikipedia are ""noindexed"" which means that they typically don't appear in search engine results. This is by design as they are not meant to be articles, and there is no reason for them to appear in Google. If you are looking to promote yourself in Google search results, Wikipedia is not the place for that.",8,60,Hasandhrubo603,DanCherek
8,1,c8_p1,B,low,0,9807,7.5046,0.6044,How can I put biography on Google,"Hi Niyogisubizogad, I'm not sure what you mean. Can you explain further? Cheers. (Ping me or leave a message on my [TALK_PAGE])",7,21,Niyogisubizogad,Alextejthompson
8,2,c8_p2,A,high,1,24509,7.9146,0.4119,How to appear on the Frontline on Google,"Hi , that should never be the motivation for writing or changing articles, improving the Wikipedia is the goal, not helping Google.",8,21,Ghost lermaine,1AmNobody24
8,2,c8_p2,B,low,0,29670,7.9146,0.4119,"Hello mentor, I want my name to be popular in internet when they type it all my information appears","I'd advise you to take a look at [POLICY]
A search of your username in Google doesn't yield any coverage on a particular subject, so that alone indicates a lack of notability. The first results for 'Gabriel Bassey' are a variety of LinkedIn profiles and several news articles on a [LINK]. Also see [HELP_PAGE], which explains in great depth how an article can be started.
If you are [LINK] at [WIKILINK] then I suggest looking at [POLICY], the gist of which is that you much have had a significant in your field, which doesn't appear to be the case from the single publication.
Hope this helps. '",19,107,Gabriel Bassey,JayCubby
8,3,c8_p3,A,high,1,32543,9.2054,0.6021,Please I want to be seen of google when searched,"Hello @. Wikipedia is not a place for you to promote yourself or make sure that you are seen in Google Search. Please see [POLICY], [POLICY], and [POLICY]. Please note that engaging in advertising or promotional behaviors can lead to a loss of editing privileges.",10,45,Milodancer,Fathoms Below
8,3,c8_p3,B,low,0,12891,9.2054,0.6021,How do I make my music and artist profile visible on Google,"Hi, @, I can't help you with [WIKILINK], which is what I think you are really asking about here. If you have any questions about editing Wikipedia, I am happy to help.",12,32,The IG official,Eddie891
8,4,c8_p4,A,high,1,18850,9.3572,0.4754,Please how can I make my portfolio public on google,"Hi, I'm not sure what you mean by this? Do you need help publishing a Wikipedia page?",10,17,Fazecode,Encoded
8,4,c8_p4,B,low,0,5868,9.3572,0.4754,How can the world gets my information through Google,"Hello, Excitedkizz. You will have to learn that from [WIKILINK]. Wikipedia editors do not control Google search results although a well-written Wikipedia article usually ranks high.",9,25,Excitedkizz,Cullen328
9,0,c9_p0,A,high,1,25666,0.3035,0.9386,hi,"Hello I AM A VERY PERSONY PERSON|p=, and welcome to Wikipedia! I'll stop by your talk page shortly with some helpful links to help you get started.
ok ty",1,29,I AM A VERY PERSONY PERSON,Asilvering
9,0,c9_p0,B,low,0,5599,0.3035,0.9386,Hi,"@ Hello, and welcome to wikipeida. Is there anything I can help you with?",1,14,Jessica Amanda 2,Jeffrey R. Clark
9,1,c9_p1,A,high,1,1957,0.5091,1.0,Hi,@ hellos! anything wikipedia-related i can help with?,1,8,Happydayy0023,Mujinga
9,1,c9_p1,B,low,0,38713,0.5091,1.0,Hi,Hi,1,1,Dwayne Chirere,Lfstevens
