cluster,pair_rank,pair_id,role,retention,outcome,cid,mentee_dist,emb_cosine_sim,question_text,reply_text,question_words,reply_words,mentee_name,mentor_name
9,2,c9_p2,A,high,1,22221,1.0408,1.0,Hi,Hi Let me know if you have any questions about editing Wikipedia.,1,12,Zandisile6,DanCherek
9,2,c9_p2,B,low,0,22222,1.0408,1.0,Hi,Hi Let me know if you have any questions about editing Wikipedia.,1,12,ManishAzadJH,DanCherek
9,3,c9_p3,A,high,1,21286,1.1363,1.0,Hi,"Hello , and welcome to wikipedia! let me know if i can help you with anything.",1,15,Migfab,Sakura emad
9,3,c9_p3,B,low,0,31244,1.1363,1.0,Hi,Hello!,1,1,Aquinas Chacko Saji,MuffinHunter0
9,4,c9_p4,A,high,1,27155,1.9503,1.0,hi,@ hello and welcome. Do you need help with anything?,1,10,Russia1202,CanonNi
9,4,c9_p4,B,low,0,12858,1.9503,1.0,hi,"Hey! Anything I can help you with, feel free to let me know. :)",1,13,Inifastboy543221,Eddie891
10,0,c10_p0,A,high,1,30839,1.1759,0.6164,"hello GoldRomean, are you a robot.","Hi, @, and welcome to Wikipedia! No, I am not a robot.",5,12,Kitty mcCheeseFace,GoldRomean
10,0,c10_p0,B,low,0,16368,1.1759,0.6164,"Hello Hannah, are you a bot or a real person?",JaySmylz I'm a real person.,10,4,JaySmylz,Clovermoss
10,1,c10_p1,A,high,1,33874,2.1877,0.6064,Who are you?,"Hi @! I’m a Wikipedia editor, much like yourself. I’ve been assigned to be your mentor, which is basically someone who helps new editors to learn the ropes, stuff about how Wikipedia works, etc.
If you have any questions, feel free to ask them. I’m more than happy to help. ( · )
Yes but what is mean for the wikipedia num free copositive network.
What do you mean by the ""num free copositive network""? ( · )",3,72,Wikieditorhanselgred43,Phoenix
10,1,c10_p1,B,low,0,30406,2.1877,0.6064,Are you AI,Nope!,3,1,BobBobzBob,Lordseriouspig
10,2,c10_p2,A,high,1,25999,2.927,0.5631,are you ai,"@ No. Some more experienced Wikipedians, including myself, signed up to be mentors. We're all human (bots have to be clearly marked as such).",3,24,123123123yobro,Nahida
10,2,c10_p2,B,low,0,27630,2.927,0.5631,"Hello ARandomName, Are you a human being or a robot?","@: Hi, I'm a human being. Ping me!",10,8,MarySol6192,ARandomName123
10,3,c10_p3,A,high,1,8116,4.637,0.4539,Is your message automated or real,Real! —,6,1,Yunuoooy,Ganesha811
10,3,c10_p3,B,low,0,20348,4.637,0.4539,Are you ai,"Thank you very much, @!",3,5,Dawikidumy,GraziePrego
10,4,c10_p4,A,high,1,5506,5.2209,0.476,This a real person?,"@ Very much a real person, how can I help you.
Sorry, that was a joke question. I've never seen something like this before and it's impressive!
@ Thats ok, this is a fairly new thing here on wikipedia. If you every need to ask a question I'm here to answer them.",4,52,BaklavaEnjoyer,Jeffrey R. Clark
10,4,c10_p4,B,low,0,13288,5.2209,0.476,Are you a bot,"MeVeryCool Nope, I'm a human being. ––",4,5,MeVeryCool,FormalDude
11,0,c11_p0,A,high,1,24406,3.279,0.2882,Idk who u are but give me advice ahaha,"Hi @, Are you looking for something specific or just general advice for editing?",9,14,Durk1234,1AmNobody24
11,0,c11_p0,B,low,0,11176,3.279,0.2882,"Hello
How do i have all medical drugs dictionary?","@ Welcome to Wikipedia! If I understood you right, [POLICY] is a friendly community of editors interested in editing about Medical topics. If you are trying to access academic journals, Wikimedia has institutional partnerships with academic journals. However it requires having at least 500 edits and being active. You can find more details here [POLICY]. Happy editing and researching! In general for getting started on Wikipedia I would recommend going thru [POLICY]. It is a challenging environment at first but a lot of fun! ~ (he/him • )",9,84,Dr Tamim asefi,Shushugah
11,1,c11_p1,A,high,1,7768,3.5207,0.5149,Do you have any tips for me?,"Hi there Lightningm! Welcome to Wikipedia. Good question, hmm, in terms of ""general tips"" on joining, I'd have to say:
#Find area(s) that interest you - both in terms of content and activity (e.g. I find and add reviews for bands in some genres of music to make sure the articles won't be deleted). Your dashboard may be able to help
#Dip a leg in, not your head - that is, don't write an article as your first thing. I did, it failed and I had a sulk for years - but when I made some smaller edits first I stuck around
#Remember you can ask for help. I'm you mentor, but if I'm not online the [POLICY] will provide 24hr support. Or [HELP_PAGE] will give a good basic overview (pick the visual editor path)",7,134,Lightningm,Nosebagbear
11,1,c11_p1,B,low,0,19966,3.5207,0.5149,Ask me anything,"Hey, Jowanhaje69, I'm the one who answers the questions here. If you have any, please don't hesitate!",3,16,Jowanhaje69,Panini!
11,2,c11_p2,A,high,1,37383,3.6083,0.3564,"Hey! I have lots of questions and don't know where to begin:/ first of all, as a student of this, I can't see where all the learning videos are at that I was checking out before:/ I'd like to just watch the directions again but don't know where my professor put the link. Are you familiar? Thanks!",How do I create my Wikipedia public profile?,57,8,Bessbereal,Firefangledfeathers
11,2,c11_p2,B,low,0,21781,3.6083,0.3564,Hi! How do you get more information (right/legal),"St4xxr Welcome to Wikipedia. Could you elaborate about sort of information you are looking for? I've left a message with a bunch of links on your talk page. Hopefully you get what you are looking for there. If not, please provide me with more details so that I can look for an answer. Happy editing!",8,54,St4xxr,MPGuy2824
11,3,c11_p3,A,high,1,21905,3.9014,0.3219,"Hello, I'm not sure what to do specificly it's a bit overwhelming","Bumblebirb123 Welcome to Wikipedia. I looked over some of your edits and they seem good. Ideally you should leave an [HELP_PAGE] for every edit that you do though.
Wikipedia is a huge project and you don't have to figure out everything in one go. Take it slow. If you want you can do [POLICY], which would help you to get used to editing and collaborating with other editors. Are you interested in a particular subject or geographical area? If so, I can point you to places where you could help improve articles in those areas. Happy editing!",12,96,Bumblebirb123,MPGuy2824
11,3,c11_p3,B,low,0,25335,3.9014,0.3219,What first step after morning wakeup.,"Hi, Som Singh Bhura! The mentor question feature is to ask a question about editing Wikipedia I can't help with much outside of that. Do you have any questions about editing Wikipedia?",6,29,Som Singh Bhura,Perfect4th
11,4,c11_p4,A,high,1,33639,4.4875,0.2791,I still need help with what to do with a drunken sailor,"Hi, please don't put troll questions on my talk page. If you have a question about editing, I am more than happy to help.",12,24,Catkid2280,Rambley
11,4,c11_p4,B,low,0,14258,4.4875,0.2791,I do not have any question,Jahongir123321 Good day. If you have questions then let me know. Regards.,6,11,Jahongir123321,Cassiopeia
12,0,c12_p0,A,high,1,25677,0.2989,0.3116,"Hello! I have some experience with wikitext as I am a regular editor on Explain xkcd, which is a small wiki dealing with everything xkcd. I know some, but not all commands. Here is a list of all the commands I currently fully understand.
ref
sup
sub
nowiki
links
files
I also know the basics of tables.
I learn by watching and trial + error. Sometimes I go to edit a page and view the wikitext to figure out what to do. May reach out periodically if I need assistance. Thanks!","Hi @, welcome to wikipedia! Great name, by the way.",91,10,DollarStoreBaal44,Asilvering
12,0,c12_p0,B,low,0,41245,0.2989,0.3116,"Hola, buen día, me acabo de incorporar a wikipedia y deseo poner un articulo de una parroquia que se llama San José Obrero, ya la cree en el taller y la deseo pasar para que se publique pero no tengo habilityada la opcion para pasarla, me puedes ayudar a entender por que no la puedo pasar para publicarla, muchas gracias.
Saludos: José Luis",¡Hola! ¡Creo que quizás estés buscando [LINK] ꧁꧂,63,7,José BePe,Zanahary
12,1,c12_p1,A,high,1,36684,1.02,0.3573,"So, in general what is Wikipedia! questions amirite","Norhyrex The Grand Predominantly it's a big free online encyclopedia, created with the goal of making information accessible to everyone. There's a great page available [POLICY] that talks about why Wikipedia exists. Let me know if you have any other questions! '",8,39,Norhyrex The Grand,AviationFreak
12,1,c12_p1,B,low,0,37067,1.02,0.3573,Quisiera añadir un artículo información a wikipedia sobre mi organización.,"I'm sorry, I only speak English.",10,6,Bily Anthony,Dafootballguy
12,2,c12_p2,A,high,1,2428,2.9412,0.4639,"Good morning sir. Sorry to disturb you. I am a newbie, please I have read all rules and regulations and everything of Wikipedia. Help",Welcome to Wikipedia! Congratulations with your reading. Let me know if you have any questions that I can answer.,24,19,ProliArtistic,Lfstevens
12,2,c12_p2,B,low,0,879,2.9412,0.4639,"Hi ally I have a question, how does Wikipedia know everything","Hi WikiBossiny, over the years thousands of volunteers have added facts to articles in their areas of interest, referenced them to outside sources and added links between articles. If Wikipedia 'knows"", it is in these linked and referenced articles.",11,38,WikiBossiny,AllyD
12,3,c12_p3,A,high,1,20042,3.0766,0.4934,"Ciao, come faccio ad inserire un'immagine sul wikipedia?","Hello @, Please read the policy [POLICY] and you should be able to insert image. Thanks",8,16,Oriental pearl tower 468,C1K98V
12,3,c12_p3,B,low,0,21862,3.0766,0.4934,Hello what do you like about Wikipedia besides editing.,"Magfanforever Welcome to Wikipedia. Editing is nice, but sometimes i go deep into rabbit-holes about certain topics. What areas are you interested in? Maybe i can suggest a few wikiprojects that you can join.
I've left you a message on your talk page. Go through some of the links when you find the time. I'd suggest that you start [POLICY] to get an idea of how wiki editing works. Happy editing!",9,70,Magfanforever,MPGuy2824
12,4,c12_p4,A,high,1,33934,3.2554,0.4386,¿Cómo se puede hacer una bandera en Wikipedia?,"Hola, estás en Wikipedia en inglés, no en Wikipedia en español. Aquí, normalmente no hablamos español. Sí quieres contribuir en español, puedes visitar Wikipedia en español ([LINK]
En la Wikipedia en español, y también aquí, hay ""templates"" (es como se llaman en inglés -- no sé el nombre español) para hacer las banderas, por ejemplo [TEMPLATE_REF] aquí. Creo que puedes encontrar algún similar en la Wikipedia en español también.
¡Gracias! ~ ~",8,70,Chacapu,Rusty Cat
12,4,c12_p4,B,low,0,41245,3.2554,0.4386,"Hola, buen día, me acabo de incorporar a wikipedia y deseo poner un articulo de una parroquia que se llama San José Obrero, ya la cree en el taller y la deseo pasar para que se publique pero no tengo habilityada la opcion para pasarla, me puedes ayudar a entender por que no la puedo pasar para publicarla, muchas gracias.
Saludos: José Luis",¡Hola! ¡Creo que quizás estés buscando [LINK] ꧁꧂,63,7,José BePe,Zanahary
13,0,c13_p0,A,high,1,21089,0.9391,0.5879,How to join this event?,"To sign up for the contest, add your signature to the bottom of the list of names below using # while logged in..
Eg: # and use tilde sign four times ..and that's it.",5,33,V.M.Shashidhar,Spbvj
13,0,c13_p0,B,low,0,40530,0.9391,0.5879,Hello there I need help me to join illuminati,Hello how do I edit on Wikipedia,9,7,Akon256,ScrabbleTiles
13,1,c13_p1,A,high,1,17388,13.5729,0.2036,Do people get salary form wikipedia?,"Vidz Shingri Hello, and welcome! Everyone who writes what you read on Wikipedia does so on a volunteer basis, but some people are employed by [POLICY] do get paid. Let me know if you have any other questions, and have a great day! Best,",6,42,Vidz Shingri,HouseBlaster
13,1,c13_p1,B,low,0,29883,13.5729,0.2036,how do i make an arrival,"@, an article? See [HELP_PAGE] '",6,6,Philip daily oninstgram,JayCubby
14,0,c14_p0,A,high,1,32176,1.9728,0.3108,Hii,"Hello @, and welcome to Wikipedia. What is your question? -- [POLICY]",1,12,Fall Out Boyzzz,Pro-anti-air
14,0,c14_p0,B,low,0,592,1.9728,0.3108,When did Hello Start?,"In 1826, see our article about [WIKILINK].",4,7,Bbukowsky,Lectonar
14,1,c14_p1,A,high,1,4067,2.3841,0.4639,Hi sir,"Hi , let me know if you have any questions about editing Wikipedia. — ( · )",2,12,SahariarAhmedNishad,Mx. Granger
14,1,c14_p1,B,low,0,35170,2.3841,0.4639,hii,Hello. Do you have a question? [WIKILINK],1,7,Dandiwal 012,Olliefant
14,2,c14_p2,A,high,1,5626,2.7421,0.5211,Hello sir,"@ Hello, welcome to Wikipedia. If there's anything I can help you with, feel free to ask.",2,17,OFFICIAL SECTION,Jeffrey R. Clark
14,2,c14_p2,B,low,0,30563,2.7421,0.5211,Hiii,Hello!,1,1,Umogal,Reconrabbit
14,3,c14_p3,A,high,1,38143,3.1856,0.5248,Hello :),"Hello, Nicitax, and welcome to Wikipedia. You'll see I've left some useful links on your talk page. Please let me know if you run into any difficulties. Happy editing!",1,28,NicitaX,Ipigott
14,3,c14_p3,B,low,0,33242,3.1856,0.5248,hii,Izelle789o Hello and welcome to Wikipedia!!!,1,5,Izelle789o,Hajoon0102
14,4,c14_p4,A,high,1,5273,3.2647,0.3536,Hello’s,Hello.,1,1,Debo Naki,Gråbergs Gråa Sång
14,4,c14_p4,B,low,0,13129,3.2647,0.3536,Hello sir,Hi there Mikdotey! Do you have any questions?,2,7,Mikdotey,TheSandDoctor
15,0,c15_p0,A,high,1,26069,0.4552,0.3616,marge,"Hello , and welcome to Wikipedia! I'm not sure what you mean here. Please can you elaborate? {}",1,16,Tetrazhozen,Praseodymium-141
15,0,c15_p0,B,low,0,11994,0.4552,0.3616,hi man,"Hello, @. Welcome to Wikipedia. Do you need any help?",2,10,Ayaan.man,Idoghor Melody
15,1,c15_p1,A,high,1,31188,0.8282,0.1688,Soy sero,"I'm not sure what you mean, sorry.",2,7,Cero777,Randomdude121
15,1,c15_p1,B,low,0,9056,0.8282,0.1688,How can I build an ai bot that will dominate fan duel dfs contest,"@ This is Wikipedia, where we are working to build a free encyclopedia. That question is probably better suited for another place :)",14,22,Wsawyer858,CaptainEek
15,2,c15_p2,A,high,1,883,1.2062,0.3395,"Create Sandbox on ,Draft Oops First out. Akumi Word hits ,It's very easy to get more deaths,, Draft Sandbox","Hi Akumi93939, your sandbox is one place to get familiar with the basic of Wiki editing, especially if you intend to create a new article (in which case, it is worth reading [WIKILINK]). You can also try [WIKILINK] to get started on editing.",17,42,Akumi93939,AllyD
15,2,c15_p2,B,low,0,1260,1.2062,0.3395,"Jkvhjkgv vfhjgvhn Bfhj Bm nm nb njbv mv b nbv bmv vb nb?
Fflojkg, lhjk fsdglhjk! Fkfldjwsfkglsdj nbirg cv, mnvfdb.
Fljkfsdg, fsdgjklgfj.",Yakka foob mog. Grug pubbawup zink wattoom gazork. Chumble spuzz.,22,10,Svingya,Ritchie333
15,3,c15_p3,A,high,1,3526,1.4559,0.3085,hi IV ealready made countless battles but on a temporary account unfortunatly,Hi ! No worries; we're happy that you decided to create an account and join us! Please don't hesitate to let me know if I can answer any questions or assist you with anything. :-) Best,12,34,Historian Felix,Oshwah
15,3,c15_p3,B,low,0,32187,1.4559,0.3085,Hey Guy im sheikh,:Do you have a question related to editing Wikipedia? -- –– ––,4,9,Zahan3743,Pro-anti-air
15,4,c15_p4,A,high,1,20764,1.4559,0.4367,Cgw,Huh? '|,1,2,Zia jasZ,A09
15,4,c15_p4,B,low,0,7878,1.4559,0.4367,I have a Carr,Let me see.,4,3,Ashok kumae,"Me, Myself, and I are Here"
16,0,c16_p0,A,high,1,25588,1.0408,0.1135,I cant understand code language,"@, are you looking for [HELP_PAGE], maybe?",5,7,Riyaariyasharmars,Asilvering
16,0,c16_p0,B,low,0,34474,1.0408,0.1135,Is now good for digging garden,"Hi @, [POLICY]. If you want to talk about gardening I bet there are other Internet communities that you can participate in. Best, ( • )",6,23,Between Blue and Green,~delta
16,1,c16_p1,A,high,1,10981,1.4183,0.244,I love cartoon,"Hello @,
That’s awesome to hear — cartoons are a great blend of art and storytelling! 😊
Do you have any favourites? Or are you interested in learning how to write about cartoons on Wikipedia?
There are lots of cartoon-related topics on Wikipedia — from specific shows and characters to the history of animation. If you’re passionate about cartoons, you can contribute by:
Improving existing articles about shows you love,
Creating new pages (if the topic meets Wikipedia’s notability guidelines), or
Adding reliable sources, episode summaries, or fun facts to improve quality!
Let me know how you’d like to get involved — I’d be happy to guide you!",3,108,Zebrahum,Ampimd
16,1,c16_p1,B,low,0,10056,1.4183,0.244,"merhaba
kainat ve evren hakkında semavi bilgiler ışığında tasvirler görseller yapıyorum. ancak bu site hakkında teknik bilgim zayıf","Hi Abdurrahman Toraman, I only speak English sorry. (Ping me or leave a message on my [TALK_PAGE])",18,15,Abdurrahman Toraman,Alextejthompson
16,2,c16_p2,A,high,1,4582,2.2041,0.2203,you have enterpreneuurship or ?,Althaf Rifqi Adiwidya I am unsure what your question about this article might be. Can you explain a little futher?,4,17,Althaf Rifqi Adiwidya,Glane23
16,2,c16_p2,B,low,0,34347,2.2041,0.2203,Hello. What is the difference between a biography and autobiography?,"A biography is written by another person while a autobiography is self written
==Your draft article, [DRAFT]==
Hello, OlifanofmrTennant. It has been over six months since you last edited the [POLICY] submission or [POLICY] page you started, ""[DRAFT]"".
In accordance with our policy that Wikipedia is not for the indefinite hosting of material, the draft has been deleted. When you plan on working on it further and you wish to retrieve it, you can [LINK]. An administrator will, in most cases, restore the submission so you can continue to work on it.
Thank you for your submission to Wikipedia, and happy editing.
==Your draft article, [DRAFT]==
Hello, OlifanofmrTennant. This message concerns the [POLICY] submission or [POLICY] page you started, ""[DRAFT]"".
Drafts that go unedited for six months are eligible for deletion, in accordance with our [POLICY], and this one has been nominated for deletion. If you plan on working on it further, or editing it to address the issues raised if it was declined, simply , and remove the [TEMPLATE_REF], [TEMPLATE_REF], or [TEMPLATE_REF] code.
If your submission has already been deleted by the time you read this, you can request its undeletion by following the instructions [POLICY]. An administrator will, in most cases, restore the draft so you can continue to work on it.
Thank you for your submission to Wikipedia!
==Concern regarding [DRAFT]==
Hello, OlifanofmrTennant. This is a bot-delivered message letting you know that [DRAFT], a page you created, has not been edited in at least five months. Drafts that have not been edited for six months [POLICY], so if you wish to retain the page, please again or [POLICY] that it be moved to your userspace.
If the page has already been deleted, you can [POLICY] so you can continue working on it.
Thank you for your submission to Wikipedia.",10,301,Sphelelo,Olliefant
16,3,c16_p3,A,high,1,4107,2.4597,0.3175,how can i tell what is text and what isnt?,"Hi , thanks for the message. If you're asking about how Wikipedia articles' formatting is generated by wikitext, you can find detailed information at [HELP_PAGE] and a basic guide at [HELP_PAGE]. If you mean something else, can you please rephrase the question? — ( · )",10,41,Cyrian88,Mx. Granger
16,3,c16_p3,B,low,0,34002,2.4597,0.3175,do you know words that begin with i before e except after c,"@: Sure! ""Friend"" has ""i"" before ""e"". However, ""receive"" has ""i"" after ""e"" since there is a ""c"" immediately preceding. You may also find our article [WIKILINK] helpful. ~ ~",13,28,Ethsun,Rusty Cat
16,4,c16_p4,A,high,1,12361,4.2498,0.1762,"Hello, I see people say at times that you should put p.m. or a.m. But for others, people say it's pm or am. Does it really matter?","Hi ! For Wikipedia articles, looks like it's not a big deal as long as it's consistent within an article. The relevant manual of style (MOS) section is [POLICY], which doesn't note a preference but gives examples for both and . Best,",27,40,SkinWearer,Vermont
16,4,c16_p4,B,low,0,21733,4.2498,0.1762,Here is what the new band is about.,"Hi, @; welcome to Wikipedia! I don't think I understand your question; could you clarify? @",8,15,CUIDID,Tol
17,0,c17_p0,A,high,1,1856,1.7586,0.2119,Why the name Mujinga? Are you Kenyan..,"Hi ImayaTierra no I am not Kenyan, does Mujinga mean something in Kenyan? Also can I help with any wikipedia-related enquiries? Happy editing!!",6,21,ImayaTierra,Mujinga
17,0,c17_p0,B,low,0,1857,1.7586,0.2119,Who is DDP DJ DOMINIC PEWEE,mentorship be an interesting journey for sure,6,7,Frederick AND DJ DOMINIC,Mujinga
17,1,c17_p1,A,high,1,34932,3.0608,0.371,"Passenger Vishu refers to a social media personality known for their travel-related content, particularly on Instagram and Facebook. They are a young individual, 24 years old, who shares their travel experiences and ambitions online. Their content primarily revolves around their journeys and is targeted towards an audience interested in travel and lifestyle.
Key Aspects of Passenger Vishu's Online Presence:
Travel Content Creator:
Passenger Vishu primarily creates and shares content related to their travels, documenting their experiences and destinations.
Social Media Platforms:
Their main platforms are Instagram and Facebook, where they engage with followers and share updates about their travels.
Age and Ambition:
They are a young individual, 24 years old, who expresses a strong ambition to travel the world.
Content Style:
The content likely includes photos, videos, and stories documenting their journeys, offering glimpses into different locations and cultures.
Engagement:
They actively engage with their followers, encouraging interaction and sharing their travel experiences.",:Please do not use AI to write articles. See [POLICY] and [POLICY].,149,12,Passenger Vishu,Ca
17,1,c17_p1,B,low,0,31556,3.0608,0.371,Tossy Ani musician songwriter music website own by his hardworking achievement,What? Please add clarify.,11,4,Ttttaaaa7,Nedia020415
17,2,c17_p2,A,high,1,6315,4.0173,0.1852,Soccer player,@ This makes no sense. Do you have a question for me about editing Wikipedia?,2,15,RobertoSanchez1990,Nick Moyes
17,2,c17_p2,B,low,0,20794,4.0173,0.1852,"Hello good morning sir, what is your take about President Bola Ahmed Tinubu adding ""ADEGUNLE"" to his name","SUNDAY EFFIONG BASSEY, I have no opinion on the matter. [POLICY]. —",18,8,SUNDAY EFFIONG BASSEY,Sirdog
17,3,c17_p3,A,high,1,30893,5.8683,0.3261,Hey there i tried too fix Sneako's page and add his pictue and his personal life and career etc,"NAWEHA1 Your text edits were removed because you failed to cite any sources. Remember that all material at Wikipedia must be [POLICY] and any information that is not verifiable (via citations to [POLICY]) is subject to removal at any time. Your image was reverted because that image is a copyright violation -- you may not load images you find elsewhere on the internet to Wikipedia or Wikimedia Commons as the images published elsewhere are subject to copyright limitations that are not compatible with Wikipedia's licensing rules.
Sorry, ok I will do better job also that Picture is owned by Sneako and I have put his link for his Tweet where he posted it on his official Twitter account. Thank you",19,119,NAWEHA1,GoldRomean
17,3,c17_p3,B,low,0,4350,5.8683,0.3261,Hello iam mabruuk wellcome to dire dawa for year 2025,"Hi Mabruukprk and welcome to Wikipedia. Is there anything I can help you with? Best,",10,14,Mabruukprk,Pichpich
17,4,c17_p4,A,high,1,9767,11.1017,0.252,Pkilla Musik Net Worth,:Pkillamusik1 Do you have a question or need help? -/,4,8,Pkillamusik1,Liance
17,4,c17_p4,B,low,0,27427,11.1017,0.252,"Hello, Good booster and boss overboard. I here by certified from Ghana to the whole world wide registered companies between I and my country Ghana a a a. Citizen of Ghana to help push our cultural talents in the world marketing centers",RB Wizzy$10000000kG do you have a question about Wikipedia? Please lmk if so —' [TEMPLATE_REF] mewhen u reply ( - ),42,19,RB Wizzy$10000000kG,Matrix
18,0,c18_p0,A,high,1,5814,1.2352,0.2498,My YouTube channel video upload support,"BB baal veer, that is not a question and Wikipedia is not a place to promote your YouTube channel.",6,16,BB baal veer,Cullen328
18,0,c18_p0,B,low,0,6663,1.2352,0.2498,[LINK],"@: Hi there. Your comment seems to be a URL, not a question.",1,13,Ilovedjarif,GoingBatty
18,1,c18_p1,A,high,1,26186,1.5291,0.4639,"[TEMPLATE_REF]
Not a question but thanks!!",[WIKILINK],6,1,QueenStaceySlater,Queen of Hearts
18,1,c18_p1,B,low,0,14022,1.5291,0.4639,[LINK],"WWIC Calculator Good day. If you have a question, then let me know. The URL you mentioned about is considered a risk site to view as per my security software in my computer and I didnt open it. Stay safe and best.",1,40,WWIC Calculator,Cassiopeia
18,2,c18_p2,A,high,1,6297,2.1889,0.3563,I am Unable To Create knowledge panel please Help me..,"@ The true “knowledge panel” is found on Google Search results, and often incorporates Wikipedia information. We have no control over how Google uses our data. Here, we use [TEMPLATE_REF] to create a [POLICY] in an article.
:Please check those out for guidance. As I am away from home right now until Monday, please seek further help at the [POLICY].",10,59,Nabi Bux Zardari,Nick Moyes
18,2,c18_p2,B,low,0,33298,2.1889,0.3563,JE VEUX picture it 10 pour windows,"Hi @, I’m not sure I quite understand. Could you rephrase your question? Thanks!",7,14,Daniel Besnard,Frostly
18,3,c18_p3,A,high,1,12228,3.4093,0.3141,Can i get 1000 subscribers a day on my YouTube channel walakiraronald 165 in one week,"Hello ; I'm only here to help with questions about using or editing Wikipedia, and Wikipedia is also not a place for advertising or promotion. Perhaps you can get 1000 subscribers a day, but I can't give you advice about how and Wikipedia will not be an effective place to point people to your channel from.",16,55,Walakira Ronald165,Tollens
18,3,c18_p3,B,low,0,35294,3.4093,0.3141,I would like to download books by the telegram bot but can't find the bottom,Sorry I have no idea what you are talking about Martin ( · ),15,11,NancyMos,MSGJ
18,4,c18_p4,A,high,1,17876,5.3159,0.3591,Hi [LINK],Looks good!,2,2,BobPunk1997,Lajmmoore
18,4,c18_p4,B,low,0,6183,5.3159,0.3591,"hello
i want to upload the wedding cards, t-shirts and mug designs to get orders","Hurainmughal Wikipedia is [POLICY]. This is an encyclopedia, not a market place. Please find another website to conduct your business.",15,19,Hurainmughal,Pbsouthwood
19,0,c19_p0,A,high,1,1393,3.3733,1.0,Hello!,"Welcome! Feel free to use the mentoring feature to ask any questions you have about Wikipedia, or you can ask at the [POLICY].",1,23,Mayo Code,Iffy
19,0,c19_p0,B,low,0,22738,3.3733,1.0,Hello!,Hello! If you have any questions about Wikipedia feel free to ask.,1,12,Murtadha19,Sungodtemple
19,1,c19_p1,A,high,1,5311,3.3753,0.5312,"Hello, I am Tomas.",Hello.,4,1,Tomaskakq,Gråbergs Gråa Sång
19,1,c19_p1,B,low,0,29768,3.3753,0.5312,"Hello, I am new to this","@, I was new once. Do you need help with anything? '",6,12,Adonis.Sensei,JayCubby
19,2,c19_p2,A,high,1,34094,4.3986,0.4251,Hello!,@: Welcome!,1,2,WikiLearner73,Rusty Cat
19,2,c19_p2,B,low,0,9675,4.3986,0.4251,Hello I am bca student,"Hi , did you have a question about Wikipedia? [WIKILINK]",5,9,Shifa09,WindTempos
19,3,c19_p3,A,high,1,34654,4.4048,1.0,Hello Rusty Cat!,@: Hello and welcome to Wikipedia! Call me Rusty. Feel free to ask if you have any questions! ~ ~,1,18,Karmel Humphrey,Rusty Cat
19,3,c19_p3,B,low,0,22738,4.4048,1.0,Hello!,Hello! If you have any questions about Wikipedia feel free to ask.,1,12,Murtadha19,Sungodtemple
19,4,c19_p4,A,high,1,23190,4.9164,0.5253,Hello!,", hi! Have any questions about Wikipedia? —",1,6,LogoFan2007,Qwerfjkl
19,4,c19_p4,B,low,0,17344,4.9164,0.5253,"Hello, I am brand new here. Are you human or AI? Thanks. My name is Jane",Iconcoctions I am a real human! Let me know if you need anything; [HELP_PAGE] and have some great information :),16,18,Iconcoctions,HouseBlaster
20,0,c20_p0,A,high,1,11048,1.1066,0.4549,Actually do you want to know if a new editor speaks other languages?,"Hi RussianTrueToType! Editors may publish other languages they know on their userpage at times (I have). This is useful if dealing with [POLICY] in another language or otherwise working with Wikipedia-related things in other languages; otherwise, on Wikipedia, it's mostly just trivia, though certainly fun :) Happy editing,",13,46,RussianTrueToType,Ampimd
20,0,c20_p0,B,low,0,6188,1.1066,0.4549,"Hi, I am in Barbados. I studied law, I like research but I am very new to editing on Wikipedia. I have written books and like AI research. I am a woman.","Welcome to Wikipedia, I hope you get satisfaction from reading and editing here. Be careful with AI as a research tool. It can be useful but can also be very unreliable. You need to check the actual sources before you can use anything it provides. Cheers, :",32,46,Smiledreamangel,Pbsouthwood
20,1,c20_p1,A,high,1,24982,1.2685,0.4841,Hi! No real burning questions yet. Other than whether you have been an editor on Wikipedia for very long. Thanks!,@ I've been editing since October 2021 so about 2.5 years :) (they/them),20,11,Cal-batman,Zippybonzo
